English	Danish
Horatio Nelson	Horatio Nelson
Horizon	Horisont (geografi)
Hormone	Hormon
Horn (instrument)	Valdhorn
Horn of Africa	Afrikas Horn
Horoscope	Horoskop
Horse	Hest
Horsepower	Hestekraft
Horus	Horus
Hosni Mubarak	Hosni Mubarak
Hospital	Sygehus
Hotel	Hotel
Hour	Time (enhed)
Hourglass	Timeglas
House	Hus
House Mouse	Lys husmus
House Sparrow	Gråspurv
Houston	Houston
Howard Carter (archaeologist)	Howard Carter
Hubble's law	Hubbles lov
Hudson Bay	Hudsonbugten
Hudson River	Hudson River
Hugo Grotius	Hugo Grotius
Huguenot	Huguenot
Human	Menneske
Humanism	Humanisme
Humanities	Kategori:Humaniora
Humerus	Humerus
Humidity	Luftfugtighed
Hummingbird	Kolibrier
Humor	Kategori:Humor
Humour	Humor
Humpback Whale	Pukkelhval
Humphrey Bogart	Humphrey Bogart
Humus	Humus
Hunan	Hunan
Hundred Years' War	Hundredårskrigen
Hungary	Ungarn
Hungary	Kategori:Ungarn
Hunger	Sult
Hunting	Jagt
Hutu	Hutu
Hybrid	Krydsning
Hyderabad	Hyderabad
Hydra (constellation)	Søslangen
Hydrocarbon	Kulbrinte
Hydrochloric acid	Saltsyre
Hydroelectricity	Vandkraft
Hydrogen	Brint
Hydrogen bond	Hydrogenbinding
Hydrogen cyanide	Blåsyre
Hydrogen peroxide	Hydrogenperoxid
Hydrology	Hydrologi
Hydrology	Kategori:Hydrologi
Hydrolysis	Hydrolyse
Hydrosphere	Hydrosfære
Hydroxide	Hydroxid
Hydrus	Lille Søslange
Hyena	Hyæner
Hygiene	Kategori:Hygiejne
Hymen	Jomfruhinde
Hymn	Hymne
Hyperbola	Hyperbel
Hyperion (moon)	Hyperion (måne)
Hyperion (mythology)	Hyperion (mytologi)
Hypertext	Hypertekst
Hypertext Transfer Protocol	HTTP
Hypnos	Hypnos
Hypnosis	Hypnose
Hypothalamus	Hypothalamus
Hypothesis	Hypotese
I	I
IPod	IPod
Ian Fleming	Ian Fleming
Iapetus (moon)	Iapetus (måne)
Iapetus (mythology)	Iapetos
Iberian Peninsula	Den Iberiske Halvø
Ibuprofen	Ibuprofen
Ice	Is (vand)
Ice age	Istid
Ice cream	Is (mad)
Ice hockey	Ishockey
Ice hockey	Kategori:Ishockey
Iceberg	Isbjerg
Iceland	Island
Iceland	Kategori:Island
Icon	Ikon (billede)
Idaho	Idaho
Idaho	Kategori:Idaho
Idealism	Idealisme
Identity matrix	Identitetsmatrix
Ideology	Ideologi
Ido	Ido
Igloo	Iglo
Ignatius of Loyola	Ignatius Loyola
Igor Stravinsky	Igor Stravinskij
Iguazu Falls	Iguazú-vandfaldene
Iliad	Iliaden
Illinois	Illinois
Illinois	Kategori:Illinois
Illyria	Illyrien
Image scanner	Scanner (computer)
Imam	Imam
Immanuel Kant	Immanuel Kant
Immune system	Immunforsvar
Immunology	Immunologi
Imperialism	Imperialisme
Impressionism	Impressionisme
Incest	Incest
Inch	Tomme
Incheon	Incheon
Independence	Uafhængighed (politik)
India	Indien
India	Kategori:Indien
Indian Ocean	Indiske Ocean
Indiana	Indiana
Indiana	Kategori:Indiana
Indianapolis	Indianapolis
Indira Gandhi	Indira Gandhi
Indium	Indium
Indochina	Indokina
Indonesia	Indonesien
Indonesia	Kategori:Indonesien
Indra	Indra
Inductive reasoning	Induktion (metode)
Inductor	Elektrisk spole
Indulgence	Aflad
Indus (constellation)	Indianeren
Indus River	Indus
Industrial Revolution	Den industrielle revolution
Industry	Industri
Industry	Kategori:Industri
Inequality	Ulighed (matematik)
Inertia	Inerti
Infantry	Infanteri
Infinitive	Infinitiv
Infinity	Uendelig
Inflammation	Betændelse
Inflation	Inflation
Influenza	Influenza
Information	Information
Information technology	Informationsteknologi
Infrared	Infrarød stråling
Infrastructure	Infrastruktur
Ingmar Bergman	Ingmar Bergman
Ingrid Bergman	Ingrid Bergman
Inner Mongolia	Indre Mongoliet
Innovation	Innovation
Innsbruck	Innsbruck
Inorganic chemistry	Uorganisk kemi
Inorganic chemistry	Kategori:Uorganisk kemi
Inquisition	Inkvisition
Insect	Insekt
Insecticide	Insekticid
Institution	Institution
Insulin	Insulin
Insurance	Forsikring
Integer	Heltal
Integral	Integralregning
Integrated circuit	Integreret kredsløb
Intellectual property	Immaterialret
Intelligence	Intelligens
Intelligence quotient	Intelligenskvotient
Intercontinental ballistic missile	Interkontinentalt ballistisk missil
Interference	Interferens
Interjection	Udråbsord
International Atomic Energy Agency	Det Internationale Atomenergiagentur
International Civil Aviation Organization	International Civil Aviation Organisation
International Court of Justice	Den Internationale Domstol
International Date Line	Datolinjen
International Labour Organization	International Labour Organization
International Monetary Fund	Internationale Valutafond
International System of Units	Système International d'Unités
International organization	International organisation
Internet	Internet
Internet	Kategori:Internet
Internet Explorer	Internet Explorer
Internment	Koncentrationslejr
Interpreter (computing)	Fortolker
Interval (music)	Toneinterval
Intestine	Tarm (anatomi)
Intranet	Intranet
Invention	Opfindelse
Invertebrate	Hvirvelløse dyr
Io (moon)	Io (måne)
Io (mythology)	Io (græsk mytologi)
Iodine	Jod
Ion	Ion
Ionian Sea	Ioniske Hav
Ionosphere	Ionosfære
Iota	Iota
Iowa	Iowa
Iowa	Kategori:Iowa
Iran	Iran
Iran	Kategori:Iran
Iran-Iraq War	Iran-Irak-krigen
Iraq	Irak
Iraq	Kategori:Irak
Ireland	Irland (ø)
Ireland	Kategori:Irland
Irenaeus	Irenæus
Iridium	Iridium
Iris (anatomy)	Regnbuehinden (iris)
Iris (mythology)	Iris (mytologi)
Irish Republican Army	IRA
Irish Sea	Irske Hav
Irish people	Kategori:Irere
Iron	Jern
Iron Age	Jernalder
Iron Curtain	Jerntæppet
Iron Maiden	Iron Maiden
Irony	Ironi
Irrational number	Irrationale tal
Irredentism	Irredentisme
Isaac Asimov	Isaac Asimov
Isaac Newton	Isaac Newton
Isadora Duncan	Isadora Duncan
Ishmael	Ismael
Isis	Isis
Islam	Islam
Islam	Kategori:Islam
Islamabad	Islamabad
Islamic calendar	Islamisk kalender
Island	Ø
Isle of Man	Isle of Man
Isle of Man	Kategori:Isle of Man
Isle of Wight	Isle of Wight
Isomer	Isomer
Isoroku Yamamoto	Isoroku Yamamoto
Isotope	Isotop
Israel	Israel
Israel	Kategori:Israel
Istanbul	Istanbul
Isthmus	Tange
Isthmus of Panama	Panamatangen
Italian Peninsula	Apenniniske halvø
Italy	Italien
Italy	Kategori:Italien
Ithaca	Ithaka
Ivan Lendl	Ivan Lendl
Ivan Pavlov	Ivan Petrovitj Pavlov
Ivan Turgenev	Ivan Turgenjev
Ivory	Elfenben
Ivy League	Ivy League
J	J
J. D. Salinger	J.D. Salinger
J. M. Barrie	J.M. Barrie
Jack Kerouac	Jack Kerouac
Jack London	Jack London
Jack the Ripper	Jack the Ripper
Jackdaw	Allike
Jackson Pollock	Jackson Pollock
Jacksonville	Jacksonville
Jacob	Jakob (patriark)
Jacques Cartier	Jacques Cartier
Jacques Derrida	Jacques Derrida
Jacques Offenbach	Jacques Offenbach
Jade	Jade
Jaguar	Jaguar (dyr)
Jainism	Jainisme
Jakarta	Jakarta
Jalalabad	Jalalabad
Jamaica	Jamaica
Jamaica	Kategori:Jamaica
James	Jakob den Ældre
James A. Garfield	James A. Garfield
James Bond	James Bond
James Buchanan	James Buchanan
James Clerk Maxwell	James Clerk Maxwell
James Cook	James Cook
James Franck	James Franck
James Joyce	James Joyce
James K. Polk	James Polk
James Madison	James Madison
James Monroe	James Monroe
James Naismith	James Naismith
James Prescott Joule	James Prescott Joule
James Watt	James Watt
Jan Hus	Jan Hus
Jane Austen	Jane Austen
Jane Fonda	Jane Fonda
Jane Seymour	Jane Seymour
Janis Joplin	Janis Joplin
January	Januar
January 1	1. januar
January 19	19. januar
January 20	20. januar
January 6	6. januar
Janus (moon)	Janus (måne)
Janus (mythology)	Janus (gud)
Japan	Japan
Japan	Kategori:Japan
Jason	Jason
Jaundice	Gulsot
Java	Java (ø)
Java (disambiguation)	Java
Java (programming language)	Java (programmeringssprog)
Jawaharlal Nehru	Jawaharlal Nehru
Jazz	Jazz
Jazz	Kategori:Jazz
Jean Auguste Dominique Ingres	Jean Auguste Dominique Ingres
Jean Cocteau	Jean Cocteau
Jean Piaget	Jean Piaget
Jean Sibelius	Jean Sibelius
Jean de La Fontaine	Jean de La Fontaine
Jean-Jacques Rousseau	Jean-Jacques Rousseau
Jean-Paul Sartre	Jean-Paul Sartre
Jean-Philippe Rameau	Jean-Philippe Rameau
Jeddah	Jeddah
Jefferson City	Jefferson City
Jefferson Davis	Jefferson Davis
Jehovah's Witnesses	Jehovas Vidner
Jena	Jena
Jeremy Bentham	Jeremy Bentham
Jerez de la Frontera	Jerez de la Frontera
Jericho	Jeriko
Jerome	Hieronymus
Jersey	Jersey
Jerusalem	Jerusalem
Jerusalem	Kategori:Jerusalem
Jesus	Jesus fra Nazaret
Jet engine	Jetmotor
Jew	Jøde
Jew's harp	Jødeharpe
Jihad	Jihad
Jimi Hendrix	Jimi Hendrix
Jimmy Carter	Jimmy Carter
Joan of Arc	Jeanne d'Arc
Johann Bernoulli	Johann Bernoulli
Johann Sebastian Bach	Johann Sebastian Bach
Johann Wolfgang von Goethe	Johann Wolfgang von Goethe
Johannes Brahms	Johannes Brahms
Johannes Diderik van der Waals	Johannes Diderik van der Waals
Johannes Gutenberg	Johann Gutenberg
Johannes Kepler	Johannes Kepler
Johannes Vilhelm Jensen	Johannes V. Jensen
Johannesburg	Johannesburg
John Adams	John Adams
John Cage	John Cage
John Calvin	Jean Calvin
John Chrysostom	Johannes Chrysostomos
John Dalton	John Dalton
John Dewey	John Dewey
John Herschel	John Herschel
John Lennon	John Lennon
John Locke	John Locke
John Major	John Major
John Maynard Keynes	John Maynard Keynes
John Milton	John Milton
John Quincy Adams	John Quincy Adams
John Ruskin	John Ruskin
John Steinbeck	John Steinbeck
John Stuart Mill	John Stuart Mill
John Tyler	John Tyler
John Wayne	John Wayne
John Wycliffe	John Wycliffe
John the Baptist	Johannes Døberen
John von Neumann	John von Neumann
Johnny Cash	Johnny Cash
Joint	Led (anatomi)
Jonathan Swift	Jonathan Swift
Jordan	Jordan
Jordan	Kategori:Jordan
Jordan River	Jordan (flod)
Jorge Luis Borges	Jorge Luis Borges
Joseph Conrad	Joseph Conrad
Joseph Goebbels	Joseph Goebbels
Joseph Haydn	Joseph Haydn
Joseph McCarthy	Joseph McCarthy
Joseph Priestley	Joseph Priestley
Joseph Schumpeter	Joseph Schumpeter
Joseph Smith	Joseph Smith
Joseph Stalin	Josef Stalin
Josephus	Josefus
Joule	Joule
Journalism	Kategori:Journalistik
Journalist	Journalist
Judaism	Jødedom
Judaism	Kategori:Jødedom
Judas Iscariot	Judas Iskariot
Judea	Judæa
Judo	Judo
Judy Garland	Judy Garland
Jujutsu	Ju-jutsu
Jules Verne	Jules Verne
Julian calendar	Julianske kalender
Julian the Apostate	Julian den Frafaldne
Julius Caesar	Julius Cæsar
July	Juli
July 1	1. juli
July 4	4. juli
June	Juni
June 14	14. juni
June 21	21. juni
June 23	23. juni
June 24	24. juni
June 29	29. juni
June 3	3. juni
Juneau	Juneau
Juniper	Enebær
Juno (mythology)	Juno
Jupiter	Jupiter (planet)
Jupiter	Kategori:Jupiter
Jupiter (disambiguation)	Jupiter
Jupiter (mythology)	Jupiter (gud)
Jurassic	Jura (geologi)
Justinian I	Justinian 1.
Jutland	Jylland
K	K
K2	K2
KGB	KGB
Kaaba	Ka'ba
Kabbalah	Kabbala
Kabul	Kabul
Kalahari Desert	Kalahari-ørkenen
Kamchatka Peninsula	Kamtjatka
Kamikaze	Kamikaze
Kampala	Kampala
Kandahar	Kandahar
Kangaroo	Kænguru
Kansas	Kansas
Kansas	Kategori:Kansas
Kappa	Kappa
Kara Sea	Karahavet
Karachi	Karachi
Karate	Karate
Karen Blixen	Karen Blixen
Karl Barth	Karl Barth
Karl Jaspers	Karl Jaspers
Karl Marx	Karl Marx
Karl Popper	Karl Popper
Karma	Karma
Karnataka	Karnataka
Katharine Hepburn	Katharine Hepburn
Kathmandu	Katmandu
Katowice	Katowice
Kaunas	Kaunas
Kayak	Kajak
Kazakhstan	Kasakhstan
Kazakhstan	Kategori:Kasakhstan
Kazan	Kazan
Kelvin	Kelvin
Kent	Kent
Kentucky	Kentucky
Kentucky	Kategori:Kentucky
Kenya	Kenya
Kenya	Kategori:Kenya
Kernel (computer science)	Kerne (styresystem)
Kerosene	Petroleum
Ketchup	Ketchup
Ketone	Keton
Keyboard (computing)	Tastatur
Keyboard instrument	Keyboard (instrument)
Khan	Khan
Kharkiv	Kharkiv
Khartoum	Khartoum
Khmer Rouge	De Røde Khmerer
Khufu	Keops
Kibbutz	Kibbutz
Kidney	Nyre
Kiev	Kiev
Kigali	Kigali
Kilobyte	Kilobyte
Kilogram	Kilogram
Kimono	Kimono
Kindergarten	Børnehave
Kinematics	Kinematik
Kinetic energy	Kinetisk energi
King (chess)	Konge (skak)
King Arthur	Kong Arthur
Kingston	Kingston (Jamaica)
Kinshasa	Kinshasa
Kiribati	Kiribati
Kiribati	Kategori:Kiribati
Kirkuk	Kirkuk
Kiss	Kys
Kite	Drage (snorholdt)
Kiwi	Kiwier
Knesset	Knesset
Knife	Kniv
Knight	Ridder
Knight (chess)	Springer (skak)
Knossos	Knossos
Knot (speed)	Knob (skibsterminologi)
Knowledge	Viden
Knut Hamsun	Knut Hamsun
Koala	Koala
Kobe	Kobe
Kola Peninsula	Kolahalvøen
Kolkata	Calcutta
Komodo dragon	Komodovaran
Konqueror	Konqueror
Konrad Adenauer	Konrad Adenauer
Korea	Korea
Korea	Kategori:Korea
Korean War	Koreakrigen
Kosovo	Kosovo
Kosovo	Kategori:Kosovo
Krakatoa	Krakatau
Kremlin	Kreml
Krishna	Krishna
Krypton	Krypton
Ku Klux Klan	Ku Klux Klan
Kuala Lumpur	Kuala Lumpur
Kublai Khan	Kublai Khan
Kuiper belt	Kuiperbæltet
Kumquat	Limequat
Kung fu (term)	Kungfu
Kuomintang	Kuomintang
Kura River	Mtkvari
Kurdistan	Kurdistan
Kurdistan	Kategori:Kurdistan
Kurdistan Workers Party	PKK
Kurt Vonnegut	Kurt Vonnegut
Kurt Waldheim	Kurt Waldheim
Kuwait	Kuwait
Kuwait	Kategori:Kuwait
KwaZulu-Natal	KwaZulu-Natal
Kyoto	Kyoto
Kyrgyzstan	Kirgisistan
Kyrgyzstan	Kategori:Kirgisistan
L	L
LAMP (software bundle)	LAMP
La Paz	La Paz
La Plata	La Plata
La Spezia	La Spezia
LaTeX	LaTeX
Laboratory	Laboratorium
Labour Party (UK)	Labour
Labrador Retriever	Labrador retriever
Lacerta	Firbenet
Lactic acid	Mælkesyre
Lactose	Laktose
Lady Jane Grey	Lady Jane Grey
Lagomorpha	Støttetandede
Lagos	Lagos
Lahore	Lahore
Laissez-faire	Laissez faire
Lake	Sø
Lake Baikal	Bajkalsøen
Lake Chad	Tchad-søen
Lake Constance	Bodensøen
Lake Erie	Lake Erie
Lake Eyre	Lake Eyre
Lake Geneva	Genevesøen
Lake Huron	Lake Huron
Lake Ladoga	Ladoga
Lake Malawi	Lake Nyasa
Lake Michigan	Lake Michigan
Lake Onega	Onega
Lake Ontario	Lake Ontario
Lake Superior	Øvre sø
Lake Tanganyika	Tanganyikasøen
Lake Victoria	Victoriasøen
Lakshmi	Lakshmi
Lambda	Lambda (bogstav)
Lamiaceae	Læbeblomst-familien
Lamprey	Lampret
Lancashire	Lancashire
Landfill	Losseplads
Language	Sprog
Languedoc-Roussillon	Languedoc-Roussillon
Lansing	Lansing
Lanthanide	Lanthanider
Lanthanum	Lanthan
Laos	Laos
Laos	Kategori:Laos
Laptev Sea	Laptevhavet
Laptop	Bærbar computer
Larch	Lærk
Larva	Larve
Las Vegas	Las Vegas
Lascaux	Lascaux-hulerne
Laser	Laser
Lathe	Drejebænk
Latin	Latin
Latin America	Latinamerika
Latvia	Letland
Latvia	Kategori:Letland
Laughter	Latter
Laurasia	Laurasien
Lausanne	Lausanne
Lava	Lava
Law	Jura
Law	Kategori:Jura
Law enforcement	Kategori:Politi
Lawrencium	Lawrencium
Lawyer	Jurist
Lazio	Lazio
Le Corbusier	Le Corbusier
Le Havre	Le Havre
Lead	Bly
Leaf	Blad (plantedel)
League of Nations	Folkeforbundet
Leap year	Skudår
Learning	Læring
Lebanon	Libanon
Lebanon	Kategori:Libanon
Leda (mythology)	Leda
Lee Harvey Oswald	Lee Harvey Oswald
Leeds	Leeds
Left-handed	Venstrehåndet
Legend	Sagn
Legislature	Lovgivende magt
Lego	LEGO
Leicester	Leicester
Leiden	Leiden
Leipzig	Leipzig
Lemon	Citron
Length	Længde
Lens (optics)	Optisk linse
Lentil	Linser
Leo (constellation)	Løven (stjernebillede)
Leon Trotsky	Lev Trotskij
Leonard Bernstein	Leonard Bernstein
Leonardo da Vinci	Leonardo da Vinci
Leonhard Euler	Leonhard Euler
Leonid Brezhnev	Leonid Bresjnev
Leopard	Leopard
Lepidoptera	Natsværmere og sommerfugle
Leprosy	Spedalskhed
Lepton	Lepton
Lepus (constellation)	Haren
Lesotho	Lesotho
Lesotho	Kategori:Lesotho
Lesser Antilles	Små Antiller
Leto	Leto
Letter (alphabet)	Bogstav
Leukemia	Leukæmi
Lever	Vægtstang
Leviathan	Livjatan (havuhyre)
Leviticus	Tredje Mosebog
Lewis Carroll	Lewis Carroll
Lhasa	Lhasa
Lhotse	Lhotse
Liberalism	Liberalisme
Liberalism	Kategori:Liberalisme
Liberation Tigers of Tamil Eelam	De Tamilske Tigre
Liberia	Liberia
Liberia	Kategori:Liberia
Libra (constellation)	Vægten
Library	Bibliotek
Libretto	Libretto
Libreville	Libreville
Libya	Libyen
Libya	Kategori:Libyen
Lichen	Lav (symbiotisk organisme)
Lie	Løgn
Liechtenstein	Liechtenstein
Liechtenstein	Kategori:Liechtenstein
Lieutenant	Løjtnant
Life	Liv
Life	Kategori:Liv
Light	Lys
Light-emitting diode	Lysdiode
Light-year	Lysår
Lighter	Lighter
Lighthouse	Fyr (navigation)
Lightning	Lyn
Liguria	Liguria
Liliaceae	Lilje-familien
Lilith	Lilith
Lille	Lille
Lilongwe	Lilongwe
Lima	Lima
Limerick	Limerick (by)
Limit (mathematics)	Grænseværdi (matematik)
Limousin (region)	Limousin
Lincoln	Lincoln (Nebraska)
Lincoln	Lincoln
Line (mathematics)	Linje
Linear algebra	Lineær algebra
Linear algebra	Kategori:Lineær algebra
Lingua franca	Lingua franca
Linguistics	Sprogforskning
Linguistics	Kategori:Sprogforskning
Linus Pauling	Linus Pauling
Linux	Linux
Linux	Kategori:Linux
Linz	Linz
Lion	Løve
Lipid	Lipid
Liqueur	Likør
Liquid	Væske
Liquid crystal display	LCD
Liquorice	Glat Lakrids
Lisbon	Lissabon
Lise Meitner	Lise Meitner
Lisp (programming language)	Lisp
Literacy	Læsefærdighed
Literature	Litteratur
Literature	Kategori:Litteratur
Lithium	Lithium
Lithography	Litografi
Lithosphere	Lithosfære
Lithuania	Litauen
Lithuania	Kategori:Litauen
Litre	Liter
Little Owl	Kirkeugle
Liverpool	Liverpool
Livonia	Livland
Livy	Livius
Ljubljana	Ljubljana
Loanword	Låneord
Local area network	LAN
Loch Ness	Loch Ness
Loch Ness Monster	Loch Ness-uhyret
Locomotive	Lokomotiv
Logarithm	Logaritme
Logic	Logik
Logic	Kategori:Logik
Logic gate	Gate (digital elektronik)
Logistics	Logistik
Logo	Logo
Loire	Loire (departement)
Loire River	Loire
Loki	Loke
Lolita	Lolita
Lombardy	Lombardiet
London	London
London	Kategori:London
Long Beach	Long Beach
Long Island	Long Island
Long jump	Længdespring
Long-eared Owl	Skovhornugle
Lord's Prayer	Fader vor
Lorraine (region)	Lorraine
Los Angeles	Los Angeles
Lot (department)	Lot (departement)
Loudspeaker	Højttaler
Louis Armstrong	Louis Armstrong
Louis Braille	Louis Braille
Louis Pasteur	Louis Pasteur
Louis the Pious	Ludvig den Fromme
Louis the Stammerer	Ludvig den Stammende
Louisiana	Louisiana
Louisiana	Kategori:Louisiana
Louisville	Louisville
Louvre	Louvre
Love	Kærlighed
Low German	Plattysk
Lower Saxony	Niedersachsen
Luanda	Luanda
Lublin	Lublin
Lucerne	Luzern
Luciano Pavarotti	Luciano Pavarotti
Lucifer	Lucifer
Lucretius	Lukrets
Lucrezia Borgia	Lucrezia Borgia
Ludwig Mies van der Rohe	Ludwig Mies van der Rohe
Ludwig Wittgenstein	Ludwig Wittgenstein
Ludwig van Beethoven	Ludwig van Beethoven
Luftwaffe	Luftwaffe
Luigi Galvani	Luigi Galvani
Luigi Pirandello	Luigi Pirandello
Lumen (unit)	Lumen
Luminescence	Luminescens
Lunar eclipse	Måneformørkelse
Lund	Lund (Sverige)
Lung	Lunge
Lung cancer	Lungekræft
Lungfish	Lungefisk
Lupus (constellation)	Ulven
Lusaka	Lusaka
Lusitania	Lusitania
Lute	Lut
Lutetium	Lutetium
Lutheranism	Lutheranisme
Lux	Lux
Luxembourg	Luxembourg
Luxembourg	Kategori:Luxembourg
Luxembourg (city)	Luxembourg (by)
Luxor	Luxor
Luzon	Luzon
Lychee	Litchi
Lydia	Lydien
Lymphatic system	Lymfesystem
Lynx (constellation)	Lossen
Lyon	Lyon
Lyra	Lyren
Lysergic acid diethylamide	LSD
Lysosome	Lysosom
M	M
MESSENGER	MESSENGER (rumsonde)
MS-DOS	MS-DOS
Macau	Macao
Macbeth	Macbeth
Macedonia	Makedonien (flertydig)
Macedonia (Greece)	Makedonien (græsk region)
Mach number	Mach
Machine	Maskine
Machine code	Maskinkode
Machine gun	Maskingevær
Machine translation	Maskinoversættelse
Machu Picchu	Machu Picchu
Macintosh	Apple Macintosh
Macroeconomics	Makroøkonomi
Macroeconomics	Kategori:Makroøkonomi
Madagascar	Madagaskar
Madagascar	Kategori:Madagaskar
Madeira	Madeira (ø)
Madison	Madison (Wisconsin)
Madonna (entertainer)	Madonna
Madrid	Madrid
Mafia	Mafia
Magazine	Tidsskrift
Maghreb	Maghreb
Magic (paranormal)	Magi
Magic square	Magisk kvadrat
Maginot Line	Maginot-linjen
Magma	Magma
Magna Carta	Magna Carta
Magnesium	Magnesium
Magnet	Magnet
Magnetic field	Magnetfelt
Magnetism	Magnetisme
Magnetism	Kategori:Magnetisme
Maharashtra	Maharashtra
Mahatma Gandhi	Mahatma Gandhi
Mahayana	Mahayana
Maimonides	Maimonides
Main	Main
Maine	Maine
Maine	Kategori:Maine
Mainframe computer	Mainframe
Maize	Majs
Major	Major
Major scale	Dur
Majorca	Mallorca
Makalu	Makalu
Malabo	Malabo
Malacostraca	Storkrebs
Malaria	Malaria
Malawi	Kategori:Malawi
Malay Peninsula	Malayahalvøen
Malayan Tapir	Skaberaktapir
Malaysia	Malaysia
Malaysia	Kategori:Malaysia
Malcolm X	Malcolm X
Maldives	Maldiverne
Maldives	Kategori:Maldiverne
Mali	Mali
Mali	Kategori:Mali
Mallard	Gråand
Malta	Malta
Malta	Kategori:Malta
Maltese language	Maltesisk (sprog)
Maltose	Maltose
Malvaceae	Katost-familien
Mammal	Pattedyr
Mammoth	Mammut
Management	Management
Managua	Managua
Manama	Manama
Manatee	Manater
Manchester	Manchester
Manchuria	Manchuriet
Mandala	Mandala
Mandarin (linguistics)	Mandarin (sprog)
Mandarin orange	Mandarin (frugt)
Manganese	Mangan
Mango	Mango
Manhattan	Manhattan
Manhattan Project	Manhattan Project
Manila	Manila
Manipur	Manipur
Manitoba	Manitoba
Mannerism	Manierisme
Mannheim	Mannheim
Mantle (geology)	Kappe (geologi)
Mantra	Mantra
Mantua	Mantova
Manuel de Falla	Manuel de Falla
Manuscript	Manuskript
Mao Zedong	Mao Zedong
Maoism	Maoisme
Map	Kort (geografi)
Maple	Løn-slægten
Maputo	Maputo
Marathon	Maratonløb
Marble	Marmor
Marc Chagall	Marc Chagall
Marcel Duchamp	Marcel Duchamp
Marcel Marceau	Marcel Marceau
Marcel Proust	Marcel Proust
March	Marts
March 17	17. marts
March 19	19. marts
March 2	2. marts
March 25	25. marts
Marche	Marche
Marco Polo	Marco Polo
Marcus Aurelius	Marcus Aurelius
Marcus Junius Brutus	Marcus Junius Brutus
Marcus Vipsanius Agrippa	Marcus Vipsanius Agrippa
Marduk	Marduk
Margaret Thatcher	Margaret Thatcher
Maria Callas	Maria Callas
Marie Antoinette	Marie-Antoinette
Marie Curie	Marie Curie
Mariehamn	Mariehamn
Marilyn Monroe	Marilyn Monroe
Mario Vargas Llosa	Mario Vargas Llosa
Mark Antony	Marcus Antonius
Mark Twain	Mark Twain
Marketing	Markedsføring
Marketing	Kategori:Markedsføring
Markup language	Opmærkningssprog
Marlene Dietrich	Marlene Dietrich
Marquis de Sade	Markis de Sade
Marrakech	Marrakech
Marriage	Ægteskab
Mars	Kategori:Mars
Mars (disambiguation)	Mars
Mars (mythology)	Mars (gud)
Marseille	Marseille
Marshall Islands	Marshalløerne
Marshall Islands	Kategori:Marshalløerne
Marshall Plan	Marshall-planen
Marsupial	Pungdyr
Martin Buber	Martin Buber
Martin Heidegger	Martin Heidegger
Martin Luther	Martin Luther
Martin Luther King	Martin Luther King
Martin Scorsese	Martin Scorsese
Martin Van Buren	Martin Van Buren
Martinique	Martinique
Martyr	Martyr
Marx Brothers	Marx Brothers
Marxism	Marxisme
Marxism	Kategori:Marxisme
Mary (mother of Jesus)	Jomfru Maria
Mary Magdalene	Maria Magdalene
Mary Shelley	Mary Shelley
Mary Wollstonecraft	Mary Wollstonecraft
Maryland	Maryland
Maryland	Kategori:Maryland
Maseru	Maseru
Mashhad	Mashhad
Mass	Masse (fysik)
Massachusetts	Massachusetts
Massachusetts	Kategori:Massachusetts
Massachusetts Institute of Technology	Massachusetts Institute of Technology
Masturbation	Onani
Mata Hari	Mata Hari
Match	Tændstik
Materialism	Materialisme
Mathematical proof	Bevis (matematik)
Mathematics	Matematik
Mathematics	Kategori:Matematik
Matrix (mathematics)	Matrix
Matter	Stof (fysik)
Matterhorn	Matterhorn
Mauna Kea	Mauna Kea
Mauna Loa	Mauna Loa
Maundy Thursday	Skærtorsdag
Maurice Ravel	Maurice Ravel
Mauritania	Mauretanien
Mauritania	Kategori:Mauretanien
Mauritius	Mauritius
Mauritius	Kategori:Mauritius
Max Bruch	Max Bruch
Max Planck	Max Planck
Max Weber	Max Weber
Maximian	Maximian Herculius
Maxwell's equations	Maxwells ligninger
May	Maj
May 1	1. maj
May 24	24. maj
Mayenne	Mayenne
Mayfly	Døgnflue
Mayonnaise	Mayonnaise
Mayor	Borgmester
Mbabane	Mbabane
McCarthyism	Mccarthyisme
Mead	Mjød
Measles	Mæslinger
Measure (mathematics)	Målteori
Measurement	Kategori:Mål
Meat	Kød
Mecca	Mekka
Mechanical engineering	Maskiningeniør
Mechanical engineering	Kategori:Maskinarbejde
Mechanics	Kategori:Mekanik
Mechanics	Mekanik
Medea	Medea
Median	Median
Medication	Lægemiddel
Medici	Medici
Medicine	Lægevidenskab
Medicine	Kategori:Lægevidenskab
Medina	Medina
Meditation	Meditation
Mediterranean Sea	Middelhavet
Medusa	Medusa
Meerkat	Surikat
Megabyte	Megabyte
Meiosis	Meiose
Meister Eckhart	Mester Eckehart
Meitnerium	Meitnerium
Mekong	Mekong
Mel Gibson	Mel Gibson
Melanesia	Melanesien
Melody	Melodi
Melpomene	Melpomene
Melting	Smeltning
Melting point	Smeltepunkt
Memory	Hukommelse
Memphis	Memphis (Tennessee)
Memphis	Memphis (Ægypten)
Menachem Begin	Menachem Begin
Mendelevium	Mendelevium
Menelaus	Menelaos
Meningitis	Meningitis
Mensa (constellation)	Taffelbjerget (stjernebillede)
Menstrual cycle	Menstruation
Menstruation	Menstruation
